Complexity metrics,Sun, 23 Jun 2019 17:35:44 EDT
Method,ev(G),iv(G),LOC,V,v(G)
"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_existsButIsDirectory()",1,1,13,72,2
"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_noParentCreateFile()",1,1,3,11,1
"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_noParentNoFile()",1,1,3,11,1
"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_notExists()",1,1,11,81,1
"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_notExistsCannotCreate()",1,1,20,100,2
"org.apache.commons.io.FileUtilsWaitForTestCase.FileUtilsWaitForTestCase(String)",1,1,3,8,1
"org.apache.commons.io.FileUtilsWaitForTestCase.setUp()",1,1,5,11,1
"org.apache.commons.io.FileUtilsWaitForTestCase.tearDown()",1,1,5,11,1
"org.apache.commons.io.FileUtilsWaitForTestCase.testWaitFor()",1,1,5,33,1
"org.apache.commons.io.FilenameUtils.FilenameUtils()",1,1,6,4,1
"org.apache.commons.io.FilenameUtils.concat(String,String)",6,4,62,253,6
"org.apache.commons.io.FilenameUtils.directoryContains(String,String)",4,1,37,129,4
"org.apache.commons.io.FilenameUtils.doGetFullPath(String,boolean)",6,4,32,278,8
"org.apache.commons.io.FilenameUtils.doGetPath(String,int)",4,3,22,188,6
"org.apache.commons.io.FilenameUtils.doNormalize(String,char,boolean)",12,9,93,"1,759",31
"org.apache.commons.io.FilenameUtils.equals(String,String)",1,1,14,28,1
"org.apache.commons.io.FilenameUtils.equals(String,String,boolean,IOCase)",4,2,30,212,8
"org.apache.commons.io.FilenameUtils.equalsNormalized(String,String)",1,1,14,28,1
"org.apache.commons.io.FilenameUtils.equalsNormalizedOnSystem(String,String)",1,1,16,28,1
"org.apache.commons.io.FilenameUtils.equalsOnSystem(String,String)",1,1,14,28,1
"org.apache.commons.io.FilenameUtils.getBaseName(String)",1,1,20,15,1
"org.apache.commons.io.FilenameUtils.getExtension(String)",3,2,29,102,3
"org.apache.commons.io.FilenameUtils.getFullPath(String)",1,1,28,15,1
"org.apache.commons.io.FilenameUtils.getFullPathNoEndSeparator(String)",1,1,29,15,1
"org.apache.commons.io.FilenameUtils.getName(String)",2,1,24,62,2
"org.apache.commons.io.FilenameUtils.getPath(String)",1,1,25,15,1
"org.apache.commons.io.FilenameUtils.getPathNoEndSeparator(String)",1,1,26,15,1
"org.apache.commons.io.FilenameUtils.getPrefix(String)",4,1,42,126,4
"org.apache.commons.io.FilenameUtils.getPrefixLength(String)",13,8,83,"1,020",26
"org.apache.commons.io.FilenameUtils.indexOfExtension(String)",2,1,21,96,3
"org.apache.commons.io.FilenameUtils.indexOfLastSeparator(String)",2,1,20,88,2
"org.apache.commons.io.FilenameUtils.isExtension(String,Collection<String>)",5,4,26,149,6
"org.apache.commons.io.FilenameUtils.isExtension(String,String)",3,3,21,127,4
"org.apache.commons.io.FilenameUtils.isExtension(String,String[])",5,3,26,160,6
"org.apache.commons.io.FilenameUtils.isSeparator(char)",1,1,9,39,2
"org.apache.commons.io.FilenameUtils.isSystemWindows()",1,1,8,15,1
"org.apache.commons.io.FilenameUtils.normalize(String)",1,1,43,19,1
"org.apache.commons.io.FilenameUtils.normalize(String,boolean)",1,1,48,43,2
"org.apache.commons.io.FilenameUtils.normalizeNoEndSeparator(String)",1,1,44,19,1
"org.apache.commons.io.FilenameUtils.normalizeNoEndSeparator(String,boolean)",1,1,47,43,2
"org.apache.commons.io.FilenameUtils.removeExtension(String)",3,2,28,93,3
"org.apache.commons.io.FilenameUtils.separatorsToSystem(String)",3,2,16,58,3
"org.apache.commons.io.FilenameUtils.separatorsToUnix(String)",2,2,12,76,3
"org.apache.commons.io.FilenameUtils.separatorsToWindows(String)",2,2,12,76,3
"org.apache.commons.io.FilenameUtils.splitOnTokens(String)",2,10,38,560,12
"org.apache.commons.io.FilenameUtils.wildcardMatch(String,String)",1,1,25,24,1
"org.apache.commons.io.FilenameUtils.wildcardMatch(String,String,IOCase)",12,10,85,937,19
"org.apache.commons.io.FilenameUtils.wildcardMatchOnSystem(String,String)",1,1,25,24,1
"org.apache.commons.io.FilenameUtilsTestCase.FilenameUtilsTestCase(String)",1,1,7,76,1
"org.apache.commons.io.FilenameUtilsTestCase.setUp()",1,1,11,72,1
"org.apache.commons.io.FilenameUtilsTestCase.tearDown()",1,1,5,11,1
"org.apache.commons.io.FilenameUtilsTestCase.testConcat()",1,1,32,"1,120",1
"org.apache.commons.io.FilenameUtilsTestCase.testEquals()",1,1,10,103,1
"org.apache.commons.io.FilenameUtilsTestCase.testEqualsNormalized()",1,1,11,125,1
"org.apache.commons.io.FilenameUtilsTestCase.testEqualsNormalizedError_IO_128()",1,1,23,79,4
"org.apache.commons.io.FilenameUtilsTestCase.testEqualsNormalizedOnSystem()",1,1,10,136,1
"org.apache.commons.io.FilenameUtilsTestCase.testEqualsOnSystem()",1,1,9,114,1
"org.apache.commons.io.FilenameUtilsTestCase.testEquals_fullControl()",1,1,6,102,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetBaseName()",1,1,9,117,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetExtension()",1,1,15,240,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetFullPath()",1,1,30,602,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetFullPathNoEndSeparator()",1,1,30,602,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetFullPathNoEndSeparator_IO_248()",1,1,14,86,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetName()",1,1,8,96,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetPath()",1,1,32,625,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetPathNoEndSeparator()",1,1,32,630,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetPrefix()",1,1,33,635,1
"org.apache.commons.io.FilenameUtilsTestCase.testGetPrefixLength()",1,1,34,712,1
"org.apache.commons.io.FilenameUtilsTestCase.testIndexOfExtension()",1,1,10,160,1
"org.apache.commons.io.FilenameUtilsTestCase.testIndexOfLastSeparator()",1,1,6,69,1
"org.apache.commons.io.FilenameUtilsTestCase.testIsExtension()",1,1,27,392,1
"org.apache.commons.io.FilenameUtilsTestCase.testIsExtensionArray()",1,1,32,645,1
"org.apache.commons.io.FilenameUtilsTestCase.testIsExtensionCollection()",1,1,32,777,1
"org.apache.commons.io.FilenameUtilsTestCase.testNormalize()",1,1,141,"6,271",1
"org.apache.commons.io.FilenameUtilsTestCase.testNormalizeNoEndSeparator()",1,1,141,"6,075",1
"org.apache.commons.io.FilenameUtilsTestCase.testNormalizeNoEndSeparatorUnixWin()",1,1,8,79,1
"org.apache.commons.io.FilenameUtilsTestCase.testNormalizeUnixWin()",1,1,8,79,1
"org.apache.commons.io.FilenameUtilsTestCase.testRemoveExtension()",1,1,15,237,1
"org.apache.commons.io.FilenameUtilsTestCase.testSeparatorsToSystem()",1,2,17,212,2
"org.apache.commons.io.FilenameUtilsTestCase.testSeparatorsToUnix()",1,1,9,89,1
"org.apache.commons.io.FilenameUtilsTestCase.testSeparatorsToWindows()",1,1,8,89,1
"org.apache.commons.io.FilenameUtilsWildcardTestCase.FilenameUtilsWildcardTestCase(String)",1,1,3,8,1
"org.apache.commons.io.FilenameUtilsWildcardTestCase.assertArrayEquals(Object[],Object[])",1,2,6,79,2
"org.apache.commons.io.FilenameUtilsWildcardTestCase.assertMatch(String,String,boolean)",1,1,3,34,1
"org.apache.commons.io.FilenameUtilsWildcardTestCase.testLocaleIndependence()",1,3,25,315,3
"org.apache.commons.io.FilenameUtilsWildcardTestCase.testMatch()",1,1,24,427,1
"org.apache.commons.io.FilenameUtilsWildcardTestCase.testMatch2()",1,1,35,705,1
"org.apache.commons.io.FilenameUtilsWildcardTestCase.testMatchCaseSpecified()",1,1,32,765,1
"org.apache.commons.io.FilenameUtilsWildcardTestCase.testMatchOnSystem()",1,1,22,408,1
"org.apache.commons.io.FilenameUtilsWildcardTestCase.testSplitOnTokens()",1,1,11,294,1
"org.apache.commons.io.FilenameUtilsWildcardTestCase.test_IO_246()",1,1,23,208,1
"org.apache.commons.io.HexDump.HexDump()",1,1,6,4,1
"org.apache.commons.io.HexDump.dump(StringBuilder,byte)",1,2,13,105,2
"org.apache.commons.io.HexDump.dump(StringBuilder,long)",1,2,14,97,2
"org.apache.commons.io.HexDump.dump(byte[],long,OutputStream,int)",3,6,71,767,11
"org.apache.commons.io.HexDumpTest.HexDumpTest(String)",1,1,8,8,1
"org.apache.commons.io.HexDumpTest.testDump()",1,19,175,"4,167",23
"org.apache.commons.io.HexDumpTest.toAscii(int)",1,1,7,66,3
"org.apache.commons.io.HexDumpTest.toHex(int)",1,1,8,114,1
"org.apache.commons.io.IOCase.IOCase(String,boolean)",1,1,10,22,1
"org.apache.commons.io.IOCase.checkCompareTo(String,String)",2,2,17,82,4
"org.apache.commons.io.IOCase.checkEndsWith(String,String)",1,1,15,62,1
"org.apache.commons.io.IOCase.checkEquals(String,String)",2,2,17,82,4
"org.apache.commons.io.IOCase.checkIndexOf(String,int,String)",4,3,26,130,4
"org.apache.commons.io.IOCase.checkRegionMatches(String,int,String)",1,1,15,60,1
"org.apache.commons.io.IOCase.checkStartsWith(String,String)",1,1,14,39,1
"org.apache.commons.io.IOCase.forName(String)",4,1,19,112,4
"org.apache.commons.io.IOCase.getName()",1,1,8,4,1
"org.apache.commons.io.IOCase.isCaseSensitive()",1,1,8,8,1
"org.apache.commons.io.IOCase.readResolve()",1,1,9,8,1
"org.apache.commons.io.IOCase.toString()",1,1,9,4,1
"org.apache.commons.io.IOCaseTestCase.IOCaseTestCase(String)",1,1,3,8,1
"org.apache.commons.io.IOCaseTestCase.serialize(IOCase)",1,1,11,76,1
"org.apache.commons.io.IOCaseTestCase.setUp()",1,1,3,4,1
"org.apache.commons.io.IOCaseTestCase.tearDown()",1,1,3,4,1
"org.apache.commons.io.IOCaseTestCase.test_checkCompare_case()",1,1,11,257,1
"org.apache.commons.io.IOCaseTestCase.test_checkCompare_functionality()",1,1,21,261,4
"org.apache.commons.io.IOCaseTestCase.test_checkEndsWith_case()",1,1,8,129,1
"org.apache.commons.io.IOCaseTestCase.test_checkEndsWith_functionality()",1,1,24,287,4
"org.apache.commons.io.IOCaseTestCase.test_checkEquals_case()",1,1,8,125,1
"org.apache.commons.io.IOCaseTestCase.test_checkEquals_functionality()",1,1,24,287,4
"org.apache.commons.io.IOCaseTestCase.test_checkIndexOf_case()",1,1,8,196,2
"org.apache.commons.io.IOCaseTestCase.test_checkIndexOf_functionality()",1,1,46,"1,084",4
"org.apache.commons.io.IOCaseTestCase.test_checkRegionMatches_case()",1,1,8,156,1
"org.apache.commons.io.IOCaseTestCase.test_checkRegionMatches_functionality()",1,1,45,687,7
"org.apache.commons.io.IOCaseTestCase.test_checkStartsWith_case()",1,1,8,129,1
"org.apache.commons.io.IOCaseTestCase.test_checkStartsWith_functionality()",1,1,24,287,4
"org.apache.commons.io.IOCaseTestCase.test_forName()",1,1,14,100,3
"org.apache.commons.io.IOCaseTestCase.test_getName()",1,1,5,51,1
"org.apache.commons.io.IOCaseTestCase.test_isCaseSensitive()",1,1,5,50,1
"org.apache.commons.io.IOCaseTestCase.test_serialization()",1,1,5,45,1
"org.apache.commons.io.IOCaseTestCase.test_toString()",1,1,5,51,1
"org.apache.commons.io.IOExceptionWithCause.IOExceptionWithCause(String,Throwable)",1,1,16,19,1
"org.apache.commons.io.IOExceptionWithCause.IOExceptionWithCause(Throwable)",1,2,14,38,2
"org.apache.commons.io.IOExceptionWithCauseTestCase.testIOExceptionStringThrowable()",1,1,8,38,1
"org.apache.commons.io.IOExceptionWithCauseTestCase.testIOExceptionThrowable()",1,1,8,34,1
"org.apache.commons.io.IOExceptionWithCauseTestCase.validate(Throwable,Throwable,String)",1,1,5,41,1
"org.apache.commons.io.IOUtils.IOUtils()",1,1,6,4,1
"org.apache.commons.io.IOUtils.close(URLConnection)",1,2,11,22,2
"org.apache.commons.io.IOUtils.closeQuietly(Closeable)",1,2,32,36,3
"org.apache.commons.io.IOUtils.closeQuietly(InputStream)",1,1,26,11,1
"org.apache.commons.io.IOUtils.closeQuietly(OutputStream)",1,1,27,11,1
"org.apache.commons.io.IOUtils.closeQuietly(Reader)",1,1,26,11,1
"org.apache.commons.io.IOUtils.closeQuietly(Selector)",1,2,32,36,3
"org.apache.commons.io.IOUtils.closeQuietly(ServerSocket)",1,2,32,36,3
"org.apache.commons.io.IOUtils.closeQuietly(Socket)",1,2,32,36,3
"org.apache.commons.io.IOUtils.closeQuietly(Writer)",1,1,25,11,1
"org.apache.commons.io.IOUtils.contentEquals(InputStream,InputStream)",3,2,33,190,5
"org.apache.commons.io.IOUtils.contentEquals(Reader,Reader)",3,2,30,150,3
"org.apache.commons.io.IOUtils.contentEqualsIgnoreEOL(Reader,Reader)",1,5,26,172,6
"org.apache.commons.io.IOUtils.copy(InputStream,OutputStream)",2,1,26,70,2
"org.apache.commons.io.IOUtils.copy(InputStream,Writer)",1,1,19,24,1
"org.apache.commons.io.IOUtils.copy(InputStream,Writer,Charset)",1,1,20,38,1
"org.apache.commons.io.IOUtils.copy(InputStream,Writer,String)",1,1,25,28,1
"org.apache.commons.io.IOUtils.copy(Reader,OutputStream)",1,1,23,24,1
"org.apache.commons.io.IOUtils.copy(Reader,OutputStream,Charset)",1,1,30,46,1
"org.apache.commons.io.IOUtils.copy(Reader,OutputStream,String)",1,1,29,28,1
"org.apache.commons.io.IOUtils.copy(Reader,Writer)",2,1,25,70,2
"org.apache.commons.io.IOUtils.copyLarge(InputStream,OutputStream)",1,1,20,38,1
"org.apache.commons.io.IOUtils.copyLarge(InputStream,OutputStream,byte[])",1,2,26,104,2
"org.apache.commons.io.IOUtils.copyLarge(InputStream,OutputStream,long,long)",1,1,23,55,1
"org.apache.commons.io.IOUtils.copyLarge(InputStream,OutputStream,long,long,byte[])",2,5,45,375,8
"org.apache.commons.io.IOUtils.copyLarge(Reader,Writer)",1,1,18,38,1
"org.apache.commons.io.IOUtils.copyLarge(Reader,Writer,char[])",1,2,24,104,2
"org.apache.commons.io.IOUtils.copyLarge(Reader,Writer,long,long)",1,1,23,64,1
"org.apache.commons.io.IOUtils.copyLarge(Reader,Writer,long,long,char[])",2,5,43,366,8
"org.apache.commons.io.IOUtils.lineIterator(InputStream,Charset)",1,1,33,26,1
"org.apache.commons.io.IOUtils.lineIterator(InputStream,String)",1,1,36,24,1
"org.apache.commons.io.IOUtils.lineIterator(Reader)",1,1,30,11,1
"org.apache.commons.io.IOUtils.read(InputStream,byte[])",1,1,15,41,1
"org.apache.commons.io.IOUtils.read(InputStream,byte[],int,int)",4,2,29,213,4
"org.apache.commons.io.IOUtils.read(Reader,char[])",1,1,15,41,1
"org.apache.commons.io.IOUtils.read(Reader,char[],int,int)",4,2,29,213,4
"org.apache.commons.io.IOUtils.readFully(InputStream,byte[])",1,1,17,48,1
"org.apache.commons.io.IOUtils.readFully(InputStream,byte[],int,int)",2,1,22,108,2
"org.apache.commons.io.IOUtils.readFully(Reader,char[])",1,1,17,48,1
"org.apache.commons.io.IOUtils.readFully(Reader,char[],int,int)",2,1,22,108,2
"org.apache.commons.io.IOUtils.readLines(InputStream)",1,1,16,19,1
"org.apache.commons.io.IOUtils.readLines(InputStream,Charset)",1,1,18,33,1
"org.apache.commons.io.IOUtils.readLines(InputStream,String)",1,1,23,24,1
"org.apache.commons.io.IOUtils.readLines(Reader)",1,2,23,78,2
"org.apache.commons.io.IOUtils.skip(InputStream,long)",4,2,38,235,5
"org.apache.commons.io.IOUtils.skip(Reader,long)",4,2,38,235,5
"org.apache.commons.io.IOUtils.skipFully(InputStream,long)",3,1,24,127,3
"org.apache.commons.io.IOUtils.skipFully(Reader,long)",2,1,21,82,2
"org.apache.commons.io.IOUtils.toBufferedInputStream(InputStream)",1,1,24,15,1
"org.apache.commons.io.IOUtils.toBufferedReader(Reader)",1,1,12,20,2
"org.apache.commons.io.IOUtils.toByteArray(InputStream)",1,1,16,36,1
"org.apache.commons.io.IOUtils.toByteArray(InputStream,int)",4,2,29,275,6
"org.apache.commons.io.IOUtils.toByteArray(InputStream,long)",2,1,22,85,2
"org.apache.commons.io.IOUtils.toByteArray(Reader)",1,1,15,24,1
"org.apache.commons.io.IOUtils.toByteArray(Reader,Charset)",1,1,19,41,1
"org.apache.commons.io.IOUtils.toByteArray(Reader,String)",1,1,23,28,1
"org.apache.commons.io.IOUtils.toByteArray(String)",1,1,16,19,1
"org.apache.commons.io.IOUtils.toByteArray(URI)",1,1,15,24,1
"org.apache.commons.io.IOUtils.toByteArray(URL)",1,1,20,46,1
"org.apache.commons.io.IOUtils.toByteArray(URLConnection)",1,1,20,46,1
"org.apache.commons.io.IOUtils.toCharArray(InputStream)",1,1,16,24,1
"org.apache.commons.io.IOUtils.toCharArray(InputStream,Charset)",1,1,20,41,1
"org.apache.commons.io.IOUtils.toCharArray(InputStream,String)",1,1,23,28,1
"org.apache.commons.io.IOUtils.toCharArray(Reader)",1,1,17,36,1
"org.apache.commons.io.IOUtils.toInputStream(CharSequence)",1,1,11,15,1
"org.apache.commons.io.IOUtils.toInputStream(CharSequence,Charset)",1,1,12,19,1
"org.apache.commons.io.IOUtils.toInputStream(CharSequence,String)",1,1,19,24,1
"org.apache.commons.io.IOUtils.toInputStream(String)",1,1,11,15,1
"org.apache.commons.io.IOUtils.toInputStream(String,Charset)",1,1,12,24,1
"org.apache.commons.io.IOUtils.toInputStream(String,String)",1,1,20,38,1
"org.apache.commons.io.IOUtils.toString(InputStream)",1,1,15,19,1
"org.apache.commons.io.IOUtils.toString(InputStream,Charset)",1,1,19,36,1
"org.apache.commons.io.IOUtils.toString(InputStream,String)",1,1,23,24,1
"org.apache.commons.io.IOUtils.toString(Reader)",1,1,16,31,1
"org.apache.commons.io.IOUtils.toString(URI)",1,1,12,19,1
"org.apache.commons.io.IOUtils.toString(URI,Charset)",1,1,14,28,1
"org.apache.commons.io.IOUtils.toString(URI,String)",1,1,17,24,1
"org.apache.commons.io.IOUtils.toString(URL)",1,1,12,19,1
"org.apache.commons.io.IOUtils.toString(URL,Charset)",1,1,19,46,1
"org.apache.commons.io.IOUtils.toString(URL,String)",1,1,17,24,1
"org.apache.commons.io.IOUtils.toString(byte[])",1,1,14,22,1
"org.apache.commons.io.IOUtils.toString(byte[],String)",1,1,16,28,1
"org.apache.commons.io.IOUtils.write(CharSequence,OutputStream)",1,1,17,24,1
"org.apache.commons.io.IOUtils.write(CharSequence,OutputStream,Charset)",1,2,18,46,2
"org.apache.commons.io.IOUtils.write(CharSequence,OutputStream,String)",1,1,22,28,1
"org.apache.commons.io.IOUtils.write(CharSequence,Writer)",1,2,14,41,2
"org.apache.commons.io.IOUtils.write(String,OutputStream)",1,1,17,24,1
"org.apache.commons.io.IOUtils.write(String,OutputStream,Charset)",1,2,18,51,2
"org.apache.commons.io.IOUtils.write(String,OutputStream,String)",1,1,23,28,1
"org.apache.commons.io.IOUtils.write(String,Writer)",1,2,14,36,2
"org.apache.commons.io.IOUtils.write(StringBuffer,OutputStream)",1,1,19,24,1
"org.apache.commons.io.IOUtils.write(StringBuffer,OutputStream,String)",1,2,26,57,2
"org.apache.commons.io.IOUtils.write(StringBuffer,Writer)",1,2,17,41,2
"org.apache.commons.io.IOUtils.write(byte[],OutputStream)",1,2,16,41,2
"org.apache.commons.io.IOUtils.write(byte[],Writer)",1,1,16,31,1
"org.apache.commons.io.IOUtils.write(byte[],Writer,Charset)",1,2,19,60,2
"org.apache.commons.io.IOUtils.write(byte[],Writer,String)",1,1,23,36,1
"org.apache.commons.io.IOUtils.write(char[],OutputStream)",1,1,18,31,1
"org.apache.commons.io.IOUtils.write(char[],OutputStream,Charset)",1,2,20,66,2
"org.apache.commons.io.IOUtils.write(char[],OutputStream,String)",1,1,25,36,1
"org.apache.commons.io.IOUtils.write(char[],Writer)",1,2,16,41,2
"org.apache.commons.io.IOUtils.writeLines(Collection<?>,String,OutputStream)",1,1,16,28,1
"org.apache.commons.io.IOUtils.writeLines(Collection<?>,String,OutputStream,Charset)",2,3,29,149,5
"org.apache.commons.io.IOUtils.writeLines(Collection<?>,String,OutputStream,String)",1,1,23,33,1
"org.apache.commons.io.IOUtils.writeLines(Collection<?>,String,Writer)",2,3,26,114,5
"org.apache.commons.io.IOUtilsCopyTestCase.IOUtilsCopyTestCase(String)",1,1,3,8,1
"org.apache.commons.io.IOUtilsCopyTestCase.setUp()",1,1,3,4,1
"org.apache.commons.io.IOUtilsCopyTestCase.tearDown()",1,1,3,4,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToOutputStream()",1,1,12,176,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToOutputStream_IO84()",1,1,14,110,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToOutputStream_nullIn()",1,1,7,33,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToOutputStream_nullOut()",1,1,7,38,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToWriter()",1,1,14,185,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToWriter_Encoding()",1,1,15,202,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToWriter_Encoding_nullEncoding()",1,1,13,192,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToWriter_Encoding_nullIn()",1,1,9,70,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToWriter_Encoding_nullOut()",1,1,7,43,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToWriter_nullIn()",1,1,9,64,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_inputStreamToWriter_nullOut()",1,1,7,38,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToOutputStream()",1,1,17,136,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToOutputStream_Encoding()",1,1,14,149,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToOutputStream_Encoding_nullEncoding()",1,1,12,142,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToOutputStream_Encoding_nullIn()",1,1,8,55,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToOutputStream_Encoding_nullOut()",1,1,9,68,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToOutputStream_nullIn()",1,1,8,50,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToOutputStream_nullOut()",1,1,9,62,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToWriter()",1,1,15,206,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToWriter_IO84()",1,1,14,110,1
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToWriter_nullIn()",1,1,9,64,2
"org.apache.commons.io.IOUtilsCopyTestCase.testCopy_readerToWriter_nullOut()",1,1,9,62,2
"org.apache.commons.io.IOUtilsTestCase.IOUtilsTestCase(String)",1,1,3,8,1
"org.apache.commons.io.IOUtilsTestCase.assertEqualContent(byte[],byte[])",1,1,4,26,1
"org.apache.commons.io.IOUtilsTestCase.setUp()",1,2,22,305,4
"org.apache.commons.io.IOUtilsTestCase.tearDown()",1,2,10,60,2
"org.apache.commons.io.IOUtilsTestCase.testByteArrayToOutputStream()",1,1,23,153,1
"org.apache.commons.io.IOUtilsTestCase.testByteArrayToString()",1,1,13,77,1
"org.apache.commons.io.IOUtilsTestCase.testByteArrayToWriter()",1,1,23,153,1
"org.apache.commons.io.IOUtilsTestCase.testCharExtraLength()",1,1,23,211,1
"org.apache.commons.io.IOUtilsTestCase.testCharFullLength()",1,1,22,213,1
"org.apache.commons.io.IOUtilsTestCase.testCharNoSkip()",1,1,22,209,1
"org.apache.commons.io.IOUtilsTestCase.testCharSequenceToInputStream()",1,1,20,166,1
"org.apache.commons.io.IOUtilsTestCase.testCharSkip()",1,1,22,213,1
"org.apache.commons.io.IOUtilsTestCase.testCharSkipInvalid()",1,1,18,100,2
"org.apache.commons.io.IOUtilsTestCase.testCloseQuietlyNullSelector()",1,1,4,11,1
"org.apache.commons.io.IOUtilsTestCase.testCloseQuietlySelector()",1,1,9,31,2
"org.apache.commons.io.IOUtilsTestCase.testCloseQuietlySelectorIOException()",1,1,4,28,1
"org.apache.commons.io.IOUtilsTestCase.testCloseQuietlySelectorTwice()",1,1,10,38,2
"org.apache.commons.io.IOUtilsTestCase.testCloseableCloseQuietlyOnException()",1,1,3,23,1
"org.apache.commons.io.IOUtilsTestCase.testConstants()",1,2,14,125,2
"org.apache.commons.io.IOUtilsTestCase.testContentEqualsIgnoreEOL()",1,1,19,257,1
"org.apache.commons.io.IOUtilsTestCase.testContentEqualsReaderReader()",1,1,7,116,1
"org.apache.commons.io.IOUtilsTestCase.testExtraLength()",1,1,23,204,1
"org.apache.commons.io.IOUtilsTestCase.testFullLength()",1,1,22,206,1
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToBufferedInputStream()",1,1,13,131,1
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToByteArray()",1,1,12,118,1
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToByteArray_IllegalSize()",1,2,12,107,2
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToByteArray_LongSize()",1,2,12,108,2
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToByteArray_NegativeSize()",1,2,12,96,2
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToByteArray_Size()",1,1,12,149,1
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToByteArray_ZeroSize()",1,1,10,87,1
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToCharArray()",1,1,12,118,1
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToCharArrayWithEncoding()",1,1,12,124,1
"org.apache.commons.io.IOUtilsTestCase.testInputStreamToString()",1,1,11,97,1
"org.apache.commons.io.IOUtilsTestCase.testNoSkip()",1,1,22,202,1
"org.apache.commons.io.IOUtilsTestCase.testReadLines_InputStream()",1,1,16,168,1
"org.apache.commons.io.IOUtilsTestCase.testReadLines_InputStream_String()",1,1,16,174,1
"org.apache.commons.io.IOUtilsTestCase.testReadLines_Reader()",1,1,16,173,1
"org.apache.commons.io.IOUtilsTestCase.testReadReader()",1,1,20,212,3
"org.apache.commons.io.IOUtilsTestCase.testReadReaderWithOffset()",1,1,7,76,1
"org.apache.commons.io.IOUtilsTestCase.testReadStream()",1,1,20,212,3
"org.apache.commons.io.IOUtilsTestCase.testReadStreamWithOffset()",1,1,8,121,1
"org.apache.commons.io.IOUtilsTestCase.testReaderToCharArray()",1,1,11,91,1
"org.apache.commons.io.IOUtilsTestCase.testReaderToString()",1,1,10,72,1
"org.apache.commons.io.IOUtilsTestCase.testServerSocketCloseQuietly()",1,1,4,18,1
"org.apache.commons.io.IOUtilsTestCase.testServerSocketCloseQuietlyOnException()",1,1,4,25,1
"org.apache.commons.io.IOUtilsTestCase.testSkip()",1,1,22,206,1
"org.apache.commons.io.IOUtilsTestCase.testSkipFileInput()",1,1,10,114,1
"org.apache.commons.io.IOUtilsTestCase.testSkipFileReader()",1,1,10,114,1
"org.apache.commons.io.IOUtilsTestCase.testSkipInvalid()",1,1,18,100,2
"org.apache.commons.io.IOUtilsTestCase.testSkipReader()",1,1,19,156,3
"org.apache.commons.io.IOUtilsTestCase.testSkipStream()",1,1,19,156,3
"org.apache.commons.io.IOUtilsTestCase.testSocketCloseQuietly()",1,1,4,13,1
"org.apache.commons.io.IOUtilsTestCase.testSocketCloseQuietlyOnException()",1,1,4,23,1
